dataset,filename,date,year,month,data_var,units,domain_mean,domain_min,domain_max
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m01__NH0_90__grid_1p0.grib,2000-01,2000,1,tp,m,0.0024927038853153846,0.0,0.02371978759765625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m02__NH0_90__grid_1p0.grib,2000-02,2000,2,tp,m,0.0021711148014433,0.0,0.031699180603027344
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m03__NH0_90__grid_1p0.grib,2000-03,2000,3,tp,m,0.0021286808902642664,0.0,0.0341339111328125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m04__NH0_90__grid_1p0.grib,2000-04,2000,4,tp,m,0.0024002318442069254,0.0,0.036174774169921875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m05__NH0_90__grid_1p0.grib,2000-05,2000,5,tp,m,0.0029651706420408537,0.0,0.054584503173828125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m06__NH0_90__grid_1p0.grib,2000-06,2000,6,tp,m,0.0033290221691374975,0.0,0.06798171997070312
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m07__NH0_90__grid_1p0.grib,2000-07,2000,7,tp,m,0.0035297189422116935,0.0,0.06865692138671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m08__NH0_90__grid_1p0.grib,2000-08,2000,8,tp,m,0.0036932284698605977,0.0,0.06926345825195312
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m09__NH0_90__grid_1p0.grib,2000-09,2000,9,tp,m,0.003626856855342184,0.0,0.07497978210449219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m10__NH0_90__grid_1p0.grib,2000-10,2000,10,tp,m,0.003538914669261626,0.0,0.07037734985351562
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m11__NH0_90__grid_1p0.grib,2000-11,2000,11,tp,m,0.0031178827310308723,0.0,0.041568756103515625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2000-2000__m12__NH0_90__grid_1p0.grib,2000-12,2000,12,tp,m,0.002781108221230959,0.0,0.03697013854980469
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m01__NH0_90__grid_1p0.grib,2001-01,2001,1,tp,m,0.002550772039906419,0.0,0.05340385437011719
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m02__NH0_90__grid_1p0.grib,2001-02,2001,2,tp,m,0.002177434779762247,0.0,0.0261383056640625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m03__NH0_90__grid_1p0.grib,2001-03,2001,3,tp,m,0.0022277082743071695,0.0,0.043628692626953125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m04__NH0_90__grid_1p0.grib,2001-04,2001,4,tp,m,0.002414340943317373,0.0,0.04361724853515625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m05__NH0_90__grid_1p0.grib,2001-05,2001,5,tp,m,0.0029772449784190597,0.0,0.05731773376464844
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m06__NH0_90__grid_1p0.grib,2001-06,2001,6,tp,m,0.003279734455056582,0.0,0.05004119873046875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m07__NH0_90__grid_1p0.grib,2001-07,2001,7,tp,m,0.003608481220952049,0.0,0.06972312927246094
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m08__NH0_90__grid_1p0.grib,2001-08,2001,8,tp,m,0.003818540420519716,0.0,0.048267364501953125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m09__NH0_90__grid_1p0.grib,2001-09,2001,9,tp,m,0.0035583947498572643,0.0,0.10013961791992188
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m10__NH0_90__grid_1p0.grib,2001-10,2001,10,tp,m,0.003447793733234262,0.0,0.04895210266113281
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m11__NH0_90__grid_1p0.grib,2001-11,2001,11,tp,m,0.003245578239405462,0.0,0.06552505493164062
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2001-2001__m12__NH0_90__grid_1p0.grib,2001-12,2001,12,tp,m,0.0028221759265525987,0.0,0.039703369140625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m01__NH0_90__grid_1p0.grib,2002-01,2002,1,tp,m,0.0025177689212264585,0.0,0.04123878479003906
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m02__NH0_90__grid_1p0.grib,2002-02,2002,2,tp,m,0.002223284955232209,0.0,0.030904769897460938
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m03__NH0_90__grid_1p0.grib,2002-03,2002,3,tp,m,0.002260849253893795,0.0,0.0436553955078125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m04__NH0_90__grid_1p0.grib,2002-04,2002,4,tp,m,0.0024783420632837195,0.0,0.040508270263671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m05__NH0_90__grid_1p0.grib,2002-05,2002,5,tp,m,0.0029415977897950577,0.0,0.04189491271972656
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m06__NH0_90__grid_1p0.grib,2002-06,2002,6,tp,m,0.0034555268031941084,0.0,0.045391082763671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m07__NH0_90__grid_1p0.grib,2002-07,2002,7,tp,m,0.00358114584214663,0.0,0.05617713928222656
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m08__NH0_90__grid_1p0.grib,2002-08,2002,8,tp,m,0.0037636593324268755,0.0,0.06070899963378906
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m09__NH0_90__grid_1p0.grib,2002-09,2002,9,tp,m,0.003629774446107276,0.0,0.08344650268554688
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m10__NH0_90__grid_1p0.grib,2002-10,2002,10,tp,m,0.003477879299125082,0.0,0.07896614074707031
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m11__NH0_90__grid_1p0.grib,2002-11,2002,11,tp,m,0.0033623235686154195,0.0,0.059474945068359375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2002-2002__m12__NH0_90__grid_1p0.grib,2002-12,2002,12,tp,m,0.0029029191996255356,0.0,0.04326629638671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m01__NH0_90__grid_1p0.grib,2003-01,2003,1,tp,m,0.002517316801918884,0.0,0.040019989013671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m02__NH0_90__grid_1p0.grib,2003-02,2003,2,tp,m,0.0022196050169598688,0.0,0.0384063720703125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m03__NH0_90__grid_1p0.grib,2003-03,2003,3,tp,m,0.0022809936152129798,0.0,0.031026840209960938
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m04__NH0_90__grid_1p0.grib,2003-04,2003,4,tp,m,0.0025524266385323893,0.0,0.03944206237792969
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m05__NH0_90__grid_1p0.grib,2003-05,2003,5,tp,m,0.003051167718066826,0.0,0.05731201171875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m06__NH0_90__grid_1p0.grib,2003-06,2003,6,tp,m,0.0033534400417347936,0.0,0.07007789611816406
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m07__NH0_90__grid_1p0.grib,2003-07,2003,7,tp,m,0.003689033201045984,0.0,0.04807472229003906
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m08__NH0_90__grid_1p0.grib,2003-08,2003,8,tp,m,0.003683226655698418,0.0,0.061710357666015625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m09__NH0_90__grid_1p0.grib,2003-09,2003,9,tp,m,0.003700710043797295,0.0,0.0739288330078125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m10__NH0_90__grid_1p0.grib,2003-10,2003,10,tp,m,0.003522473985094799,0.0,0.06715965270996094
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m11__NH0_90__grid_1p0.grib,2003-11,2003,11,tp,m,0.0033685736364501436,0.0,0.07802009582519531
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2003-2003__m12__NH0_90__grid_1p0.grib,2003-12,2003,12,tp,m,0.0029379304783545075,0.0,0.05205345153808594
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m01__NH0_90__grid_1p0.grib,2004-01,2004,1,tp,m,0.0023789032606926623,0.0,0.027930259704589844
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m02__NH0_90__grid_1p0.grib,2004-02,2004,2,tp,m,0.002303153613784771,0.0,0.04260063171386719
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m03__NH0_90__grid_1p0.grib,2004-03,2004,3,tp,m,0.002179862253093925,0.0,0.030424118041992188
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m04__NH0_90__grid_1p0.grib,2004-04,2004,4,tp,m,0.002503331883096746,0.0,0.056056976318359375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m05__NH0_90__grid_1p0.grib,2004-05,2004,5,tp,m,0.003065460499531458,0.0,0.050907135009765625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m06__NH0_90__grid_1p0.grib,2004-06,2004,6,tp,m,0.0034627072729400635,0.0,0.04507637023925781
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m07__NH0_90__grid_1p0.grib,2004-07,2004,7,tp,m,0.003456865921472254,0.0,0.06409645080566406
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m08__NH0_90__grid_1p0.grib,2004-08,2004,8,tp,m,0.003807867063739441,0.0,0.05125236511230469
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m09__NH0_90__grid_1p0.grib,2004-09,2004,9,tp,m,0.0036044550655001707,0.0,0.07614517211914062
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m10__NH0_90__grid_1p0.grib,2004-10,2004,10,tp,m,0.0034854953358658103,0.0,0.06825065612792969
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m11__NH0_90__grid_1p0.grib,2004-11,2004,11,tp,m,0.0032573989425639933,0.0,0.067352294921875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2004-2004__m12__NH0_90__grid_1p0.grib,2004-12,2004,12,tp,m,0.0029443945920697074,0.0,0.03061199188232422
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m01__NH0_90__grid_1p0.grib,2005-01,2005,1,tp,m,0.0025688237773797934,0.0,0.03202629089355469
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m02__NH0_90__grid_1p0.grib,2005-02,2005,2,tp,m,0.0022020855910350116,0.0,0.026857376098632812
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m03__NH0_90__grid_1p0.grib,2005-03,2005,3,tp,m,0.0023886038645247877,0.0,0.042247772216796875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m04__NH0_90__grid_1p0.grib,2005-04,2005,4,tp,m,0.002536383298779505,0.0,0.04683113098144531
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m05__NH0_90__grid_1p0.grib,2005-05,2005,5,tp,m,0.0029274720301352207,0.0,0.03853416442871094
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m06__NH0_90__grid_1p0.grib,2005-06,2005,6,tp,m,0.003404773540006241,0.0,0.04147148132324219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m07__NH0_90__grid_1p0.grib,2005-07,2005,7,tp,m,0.0036929781833877164,0.0,0.04525947570800781
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m08__NH0_90__grid_1p0.grib,2005-08,2005,8,tp,m,0.003689012756321333,0.0,0.07027816772460938
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m09__NH0_90__grid_1p0.grib,2005-09,2005,9,tp,m,0.0037167432726268475,0.0,0.055553436279296875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m10__NH0_90__grid_1p0.grib,2005-10,2005,10,tp,m,0.003530516052289137,0.0,0.06407546997070312
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m11__NH0_90__grid_1p0.grib,2005-11,2005,11,tp,m,0.0032684721671558882,0.0,0.06491279602050781
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2005-2005__m12__NH0_90__grid_1p0.grib,2005-12,2005,12,tp,m,0.002891170052235267,0.0,0.04108619689941406
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m01__NH0_90__grid_1p0.grib,2006-01,2006,1,tp,m,0.002616714423515242,0.0,0.037506103515625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m02__NH0_90__grid_1p0.grib,2006-02,2006,2,tp,m,0.0022068781764710563,0.0,0.02819061279296875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m03__NH0_90__grid_1p0.grib,2006-03,2006,3,tp,m,0.002171782359395481,0.0,0.028560638427734375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m04__NH0_90__grid_1p0.grib,2006-04,2006,4,tp,m,0.002403911622644847,0.0,0.04033851623535156
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m05__NH0_90__grid_1p0.grib,2006-05,2006,5,tp,m,0.002983364499899677,0.0,0.04281425476074219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m06__NH0_90__grid_1p0.grib,2006-06,2006,6,tp,m,0.0033453918123288826,0.0,0.04263114929199219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m07__NH0_90__grid_1p0.grib,2006-07,2006,7,tp,m,0.0036556821085114654,0.0,0.05317878723144531
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m08__NH0_90__grid_1p0.grib,2006-08,2006,8,tp,m,0.0037025361058784434,0.0,0.05428504943847656
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m09__NH0_90__grid_1p0.grib,2006-09,2006,9,tp,m,0.003700291838618477,0.0,0.07674026489257812
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m10__NH0_90__grid_1p0.grib,2006-10,2006,10,tp,m,0.003602727531828725,0.0,0.06324386596679688
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m11__NH0_90__grid_1p0.grib,2006-11,2006,11,tp,m,0.003290153548579836,0.0,0.08700370788574219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2006-2006__m12__NH0_90__grid_1p0.grib,2006-12,2006,12,tp,m,0.0031057915603587235,0.0,0.05891227722167969
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m01__NH0_90__grid_1p0.grib,2007-01,2007,1,tp,m,0.0025281304671891285,0.0,0.03174591064453125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m02__NH0_90__grid_1p0.grib,2007-02,2007,2,tp,m,0.002222910580080029,0.0,0.029875755310058594
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m03__NH0_90__grid_1p0.grib,2007-03,2007,3,tp,m,0.0022462034153607124,0.0,0.04286956787109375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m04__NH0_90__grid_1p0.grib,2007-04,2007,4,tp,m,0.0024553990868850413,0.0,0.04648780822753906
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m05__NH0_90__grid_1p0.grib,2007-05,2007,5,tp,m,0.003039216678517568,0.0,0.07072257995605469
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m06__NH0_90__grid_1p0.grib,2007-06,2007,6,tp,m,0.0033985008150881958,0.0,0.050655364990234375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m07__NH0_90__grid_1p0.grib,2007-07,2007,7,tp,m,0.003578593482579958,0.0,0.053302764892578125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m08__NH0_90__grid_1p0.grib,2007-08,2007,8,tp,m,0.003784657408160505,0.0,0.057567596435546875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m09__NH0_90__grid_1p0.grib,2007-09,2007,9,tp,m,0.0037715897143442475,0.0,0.059597015380859375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m10__NH0_90__grid_1p0.grib,2007-10,2007,10,tp,m,0.0035379923389073117,0.0,0.05124664306640625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m11__NH0_90__grid_1p0.grib,2007-11,2007,11,tp,m,0.0031438592213699013,0.0,0.04322052001953125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2007-2007__m12__NH0_90__grid_1p0.grib,2007-12,2007,12,tp,m,0.002802581241357824,0.0,0.03538990020751953
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m01__NH0_90__grid_1p0.grib,2008-01,2008,1,tp,m,0.002389752590089319,0.0,0.037448883056640625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m02__NH0_90__grid_1p0.grib,2008-02,2008,2,tp,m,0.002287172415091346,0.0,0.028926849365234375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m03__NH0_90__grid_1p0.grib,2008-03,2008,3,tp,m,0.00229712968050163,0.0,0.028444290161132812
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m04__NH0_90__grid_1p0.grib,2008-04,2008,4,tp,m,0.002496270410941847,0.0,0.033382415771484375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m05__NH0_90__grid_1p0.grib,2008-05,2008,5,tp,m,0.0029992713974196865,0.0,0.0403594970703125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m06__NH0_90__grid_1p0.grib,2008-06,2008,6,tp,m,0.0034210570614900933,0.0,0.05306053161621094
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m07__NH0_90__grid_1p0.grib,2008-07,2008,7,tp,m,0.0036108506426362924,0.0,0.055637359619140625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m08__NH0_90__grid_1p0.grib,2008-08,2008,8,tp,m,0.003721441588033571,0.0,0.061916351318359375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m09__NH0_90__grid_1p0.grib,2008-09,2008,9,tp,m,0.0036572921311576767,0.0,0.05788421630859375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m10__NH0_90__grid_1p0.grib,2008-10,2008,10,tp,m,0.003587267497643442,0.0,0.07050895690917969
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m11__NH0_90__grid_1p0.grib,2008-11,2008,11,tp,m,0.0032124334034032893,0.0,0.04488372802734375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2008-2008__m12__NH0_90__grid_1p0.grib,2008-12,2008,12,tp,m,0.00290316031841166,0.0,0.038970947265625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m01__NH0_90__grid_1p0.grib,2009-01,2009,1,tp,m,0.0025215563697838918,0.0,0.03299140930175781
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m02__NH0_90__grid_1p0.grib,2009-02,2009,2,tp,m,0.0022396380822033717,0.0,0.027975082397460938
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m03__NH0_90__grid_1p0.grib,2009-03,2009,3,tp,m,0.00212560738015417,0.0,0.03254127502441406
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m04__NH0_90__grid_1p0.grib,2009-04,2009,4,tp,m,0.00232184441657041,0.0,0.02977752685546875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m05__NH0_90__grid_1p0.grib,2009-05,2009,5,tp,m,0.0027931085735598883,0.0,0.0506591796875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m06__NH0_90__grid_1p0.grib,2009-06,2009,6,tp,m,0.0032153611050258404,0.0,0.04431915283203125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m07__NH0_90__grid_1p0.grib,2009-07,2009,7,tp,m,0.0037043791096229824,0.0,0.05729484558105469
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m08__NH0_90__grid_1p0.grib,2009-08,2009,8,tp,m,0.0037085006800901908,0.0,0.053203582763671875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m09__NH0_90__grid_1p0.grib,2009-09,2009,9,tp,m,0.0036805736474972415,0.0,0.049686431884765625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m10__NH0_90__grid_1p0.grib,2009-10,2009,10,tp,m,0.0034305542986991047,0.0,0.05350494384765625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m11__NH0_90__grid_1p0.grib,2009-11,2009,11,tp,m,0.0032828517845664065,0.0,0.0534210205078125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2009-2009__m12__NH0_90__grid_1p0.grib,2009-12,2009,12,tp,m,0.0028538012033434567,0.0,0.04047393798828125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m01__NH0_90__grid_1p0.grib,2010-01,2010,1,tp,m,0.0025776396864926,0.0,0.04712867736816406
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m02__NH0_90__grid_1p0.grib,2010-02,2010,2,tp,m,0.0023168374800003676,0.0,0.04136848449707031
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m03__NH0_90__grid_1p0.grib,2010-03,2010,3,tp,m,0.0024102699165258496,0.0,0.05510520935058594
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m04__NH0_90__grid_1p0.grib,2010-04,2010,4,tp,m,0.002688373505597243,0.0,0.046535491943359375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m05__NH0_90__grid_1p0.grib,2010-05,2010,5,tp,m,0.0030925175744738196,0.0,0.04479408264160156
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m06__NH0_90__grid_1p0.grib,2010-06,2010,6,tp,m,0.003411187548779675,0.0,0.05208587646484375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m07__NH0_90__grid_1p0.grib,2010-07,2010,7,tp,m,0.003652424785834371,0.0,0.059413909912109375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m08__NH0_90__grid_1p0.grib,2010-08,2010,8,tp,m,0.0038071276223435153,0.0,0.06577491760253906
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m09__NH0_90__grid_1p0.grib,2010-09,2010,9,tp,m,0.0037064533111327807,0.0,0.055828094482421875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m10__NH0_90__grid_1p0.grib,2010-10,2010,10,tp,m,0.0034298727971196793,0.0,0.06235504150390625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m11__NH0_90__grid_1p0.grib,2010-11,2010,11,tp,m,0.003232503578376191,0.0,0.060420989990234375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2010-2010__m12__NH0_90__grid_1p0.grib,2010-12,2010,12,tp,m,0.0029296873880219087,0.0,0.04874420166015625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m01__NH0_90__grid_1p0.grib,2011-01,2011,1,tp,m,0.002461734226102656,0.0,0.04554939270019531
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m02__NH0_90__grid_1p0.grib,2011-02,2011,2,tp,m,0.002425592748585453,0.0,0.026519775390625
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m03__NH0_90__grid_1p0.grib,2011-03,2011,3,tp,m,0.0023377945253261214,0.0,0.037711143493652344
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m04__NH0_90__grid_1p0.grib,2011-04,2011,4,tp,m,0.0023886363803369485,0.0,0.0320587158203125
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m05__NH0_90__grid_1p0.grib,2011-05,2011,5,tp,m,0.0030602652245293373,0.0,0.042583465576171875
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m06__NH0_90__grid_1p0.grib,2011-06,2011,6,tp,m,0.0033563879598141637,0.0,0.045833587646484375
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m07__NH0_90__grid_1p0.grib,2011-07,2011,7,tp,m,0.0037059972758295982,0.0,0.04739189147949219
tp,cds__era5_sl_monthly__ERA5__reanalysis__tp__surface__monthly__2011-2011__m08__NH0_90__grid_1p0.grib,2011-08,2011,8,tp,m,0.003783254852622807,0.0,0.07192802429199219
